Topic,Documents
-1,"To amend sections 5.224, 5.281, 9.231, 9.55, 102.02, 109.57, 109.572, 109.64, 109.65, 109.71, 109.72, 109.746, 113.73, 117.46, 121.02, 121.03, 121.35, 121.37, 121.40, 121.95, 124.15, 124.382, 124.384, 125.05, 125.13, 133.06, 133.061, 135.142, 149.331, 175.30, 197.04, 319.301, 901.71, 921.06, 2151.011, 2151.353, 2151.357, 2151.362, 2305.111, 2901.01, 2903.13, 2907.03, 2917.31, 2917.46, 2923.122, 2925.01, 2950.11, 2953.32, 3301.01, 3301.07, 3301.071, 3301.072, 3301.075, 3301.076, 3301.078, 3301.079, 3301.0710, 3301.0711, 3301.0712, 3301.0713, 3301.0714, 3301.0715, 3301.0716, 3301.0717, 3301.0718, 3301.0719, 3301.0720, 3301.0721, 3301.0723, 3301.0725, 3301.0726, 3301.0728, 3301.0730, 3301.10, 3301.11, 3301.12, 3301.121, 3301.131, 3301.133, 3301.134, 3301.135, 3301.136, 3301.14, 3301.15, 3301.16, 3301.162, 3301.163, 3301.18, 3301.19, 3301.22, 3301.221, 3301.23, 3301.27, 3301.28, 3301.30, 3301.311, 3301.40, 3301.45, 3301.49, 3301.52, 3301.521, 3301.53, 3301.54, 3301.541, 3301.55, 3301.56, 3301.57, 3301.58, 3301.59, 3301.61, 3301.62, 3301.63, 3301.64, 3301.68, 3301.70, 3301.80, 3301.81, 3301.923, 3301.94, 3301.941, 3301.948, 3302.01, 3302.02, 3302.021, 3302.03, 3302.031, 3302.032, 3302.033, 3302.034, 3302.035, 3302.036, 3302.037, 3302.038, 3302.039, 3302.04, 3302.041, 3302.042, 3302.043, 3302.05, 3302.06, 3302.062, 3302.063, 3302.066, 3302.068, 3302.07, 3302.09, 3302.10, 3302.103, 3302.11, 3302.12, 3302.13, 3302.14, 3302.15, 3302.151, 3302.17, 3302.20, 3302.21, 3302.22, 3302.25, 3302.26, 3302.41, 3302.42, 3303.02, 3303.04, 3303.05, 3303.06, 3303.20, 3304.12, 3307.01, 3307.05, 3307.31, 3309.011, 3309.48, 3309.491, 3309.51, 3310.01, 3310.02, 3310.03, 3310.031, 3310.032, 3310.033, 3310.036, 3310.07, 3310.11, 3310.13, 3310.14, 3310.15, 3310.16, 3310.17, 3310.41, 3310.411, 3310.42, 3310.51, 3310.52, 3310.521, 3310.522, 3310.53, 3310.58, 3310.59, 3310.62, 3310.63, 3310.64, 3310.70, 3311.056, 3311.08, 3311.16, 3311.17, 3311.19, 3311.191, 3311.213, 3311.214, 3311.217, 3311.218, 3311.521, 3311.53, 3311.60, 3311.71, 3311.74, 3311.741, 3311.76, 3311.86, 3311.87, 3312.01, 3312.02, 3312.04, 3312.07, 3312.08, 3312.09, 3312.13, 3313.03, 3313.25, 3313.30, 3313.413, 3313.472, 3313.48, 3313.483, 3313.484, 3313.487, 3313.488, 3313.489, 3313.4810, 3313.531, 3313.532, 3313.533, 3313.534, 3313.5310, 3313.5312, 3313.5314, 3313.56, 3313.57, 3313.60, 3313.603, 3313.605, 3313.608, 3313.6011, 3313.6013, 3313.6015, 3313.6016, 3313.6019, 3313.6020, 3313.6024, 3313.6027, 3313.61, 3313.611, 3313.612, 3313.614, 3313.615, 3313.618, 3313.619, 3313.6110, 3313.6111, 3313.6112, 3313.6113, 3313.6114, 3313.64, 3313.642, 3313.643, 3313.644, 3313.645, 3313.646, 3313.647, 3313.6410, 3313.65, 3313.66, 3313.662, 3313.671, 3313.674, 3313.71, 3313.7110, 3313.7111, 3313.7112, 3313.7113, 3313.7114, 3313.7115, 3313.7116, 3313.81, 3313.811, 3313.813, 3313.814, 3313.815, 3313.817, 3313.818, 3313.821, 3313.843, 3313.844, 3313.845, 3313.846, 3313.90, 3313.902, 3313.903, 3313.904, 3313.905, 3313.906, 3313.91, 3313.911, 3313.92, 3313.941, 3313.97, 3313.974, 3313.975, 3313.976, 3313.978, 3313.979, 3313.98, 3313.981, 3313.982, 3314.011, 3314.012, 3314.013, 3314.015, 3314.016, 3314.017, 3314.02, 3314.021, 3314.023, 3314.025, 3314.027, 3314.029, 3314.0211, 3314.03, 3314.03, 3314.032, 3314.034, 3314.035, 3314.038, 3314.039, 3314.041, 3314.05, 3314.06, 3314.072, 3314.074, 3314.08, 3314.081, 3314.083, 3314.087, 3314.091, 3314.10, 3314.101, 3314.11, 3314.12, 3314.143, 3314.144, 3314.147, 3314.17, 3314.18, 3314.19, 3314.191, 3314.20, 3314.21, 3314.22, 3314.232, 3314.24, 3314.26, 3314.27, 3314.271, 3314.28, 3314.29, 3314.35, 3314.351, 3314.353, 3314.354, 3314.36, 3314.38, 3314.50, 3314.51, 3315.18, 3315.181, 3315.33, 3315.34, 3315.35, 3316.03, 3316.031, 3316.04, 3316.041, 3316.042, 3316.05, 3316.06, 3316.08, 3316.20, 3317.01, 3317.011, 3317.012, 3317.014, 3317.015, 3317.017, 3317.019, 3317.02, 3317.021, 3317.022, 3317.023, 3317.024, 3317.025, 3317.026, 3317.028, 3317.0211, 3317.0212, 3317.0213, 3317.0214, 3317.0215, 3317.0217, 3317.0218, 3317.03, 3317.031, 3317.032, 3317.033, 3317.036, 3317.037, 3317.05, 3317.051, 3317.06, 3317.061, 3317.062, 3317.063, 3317.064, 3317.07, 3317.071, 3317.072, 3317.08, 3317.081, 3317.082, 3317.09, 3317.10, 3317.11, 3317.12, 3317.13, 3317.14, 3317.141, 3317.15, 3317.16, 3317.161, 3317.162, 3317.164, 3317.18, 3317.19, 3317.201, 3317.23, 3317.231, 3317.24, 3317.25, 3317.40, 3317.50, 3317.51, 3318.011, 3318.033, 3318.051, 3318.08, 3318.084, 3318.18, 3318.363, 3318.42, 3319.02, 3319.073, 3319.074, 3319.077, 3319.111, 3319.112, 3319.113, 3319.143, 3319.151, 3319.16, 3319.161, 3319.22, 3319.221, 3319.223, 3319.224, 3319.228, 3319.229, 3319.231, 3319.234, 3319.235, 3319.236, 3319.25, 3319.26, 3319.262, 3319.263, 3319.28, 3319.291, 3319.292, 3319.316, 3319.319, 3319.33, 3319.35, 3319.361, 3319.39, 3319.391, 3319.393, 3319.40, 3319.44, 3319.46, 3319.55, 3319.56, 3319.57, 3319.60, 3319.61, 3319.611, 3319.612, 3319.613, 3321.01, 3321.03, 3321.04, 3321.07, 3321.09, 3321.12, 3321.13, 3321.18, 3321.19, 3321.191, 3323.01, 3323.011, 3323.02, 3323.021, 3323.022, 3323.03, 3323.04, 3323.041, 3323.05, 3323.051, 3323.052, 3323.06, 3323.07, 3323.08, 3323.09, 3323.091, 3323.13, 3323.14, 3323.141, 3323.142, 3323.15, 3323.17, 3323.19, 3323.20, 3323.25, 3323.251, 3323.32, 3323.33, 3324.01, 3324.02, 3324.03, 3324.04, 3324.05, 3324.06, 3324.07, 3324.08, 3324.09, 3324.10, 3324.11, 3325.01, 3325.011, 3325.02, 3325.03, 3325.04, 3325.05, 3325.06, 3325.07, 3325.071, 3325.08, 3325.09, 3325.11, 3325.12, 3325.13, 3325.14, 3325.16, 3325.17, 3326.02, 3326.03, 3326.032, 3326.04, 3326.08, 3326.081, 3326.11, 3326.15, 3326.17, 3326.211, 3326.23, 3326.28, 3326.30, 3326.32, 3326.34, 3326.35, 3326.36, 3326.37, 3326.45, 3326.51, 3326.60, 3327.01, 3327.011, 3327.012, 3327.018, 3327.02, 3327.021, 3327.05, 3327.08, 3327.10, 3327.101, 3327.13, 3327.14, 3327.16, 3328.01, 3328.02, 3328.04, 3328.11, 3328.12, 3328.13, 3328.15, 3328.18, 3328.23, 3328.26, 3328.29, 3328.30, 3328.31, 3328.34, 3328.35, 3328.37, 3328.38, 3328.45, 3328.50, 3329.01, 3329.03, 3329.10, 3331.01, 3331.02, 3331.04, 3331.08, 3332.02, 3332.03, 3332.04, 3333.04, 3333.041, 3333.048, 3333.0411, 3333.0415, 3333.07, 3333.162, 3333.167, 3333.21, 3333.31, 3333.34, 3333.35, 3333.37, 3333.39, 3333.391, 3333.43, 3333.66, 3333.70, 3333.82, 3333.86, 3333.87, 3333.91, 3335.36, 3335.61, 3343.05, 3345.06, 3345.061, 3345.062, 3345.86, 3353.02, 3365.01, 3365.02, 3365.03, 3365.032, 3365.033, 3365.034, 3365.035, 3365.04, 3365.05, 3365.06, 3365.07, 3365.071, 3365.08, 3365.09, 3365.091, 3365.10, 3365.12, 3365.15, 3375.01, 3701.507, 3701.78, 3705.36, 3707.58, 3707.59, 3734.62, 3737.22, 3742.32, 3745.21, 3781.106, 3781.11, 3798.01, 4109.01, 4109.06, 4109.07, 4109.22, 4112.04, 4112.12, 4117.10, 4117.102, 4141.01, 4141.47, 4506.09, 4506.10, 4507.21, 4508.01, 4511.21, 4511.75, 4511.76, 4709.07, 4709.10, 4713.02, 4732.10, 4732.22, 4735.09, 4742.02, 4742.03, 4742.05, 4742.06, 4742.07, 4743.03, 4747.10, 4757.41, 4758.61, 4779.13, 5101.061, 5101.34, 5103.02, 5103.08, 5103.13, 5103.55, 5104.01, 5104.015, 5104.02, 5104.053, 5104.08, 5104.29, 5104.30, 5107.281, 5107.287, 5107.40, 5107.62, 5120.031, 5120.07, 5120.091, 5123.022, 5123.023, 5123.025, 5123.026, 5123.0423, 5126.04, 5126.05, 5126.23, 5126.24, 5139.34, 5145.06, 5162.363, 5162.365, 5502.262, 5502.263, 5513.04, 5703.21, 5705.216, 5705.391, 5705.412, 5709.07, 5709.92, 5715.26, 5715.34, 5747.057, 5747.72, 5753.11, 6109.21, 6301.04, 6301.11, 6301.111, 6301.112, 6301.15, 6301.21, 6301.22, and 6301.23; to enact new section 3301.13 and sections 3301.0731, 3301.111, 3301.132, 3313.5318, 3319.225, 3321.042, and 3792.05; and to repeal sections 3301.13, 3302.101, and 3302.102 of the Revised Code and to amend the versions of sections 3319.22 and 3319.223 of the Revised Code that are scheduled to take effect on April 12, 2023; to rename the Department of Education as the Department of Education and Workforce; to create the position of Director of Education and Workforce; and to reform the functions and responsibilities of the State Board of Education and the Superintendent of Public Instruction, to continue the changes on and after that date; to reduce the duration of the Alternative Resident Educator License from four to two years; to permit such a licensee to teach preschool; to revise the Ohio Teacher Residency Program as it exists beginning on April 12, 2023; to require one day of professional development leave each school year for classroom teachers to observe veteran teachers; to enact the Save Women's Sports Act to require schools to designate separate single-sex teams and sports for each sex; to make changes to the home education and non-chartered nonpublic school law; to prohibit schools from discriminating based on COVID-19 vaccination status; and to permit the General Assembly to invalidate or rescind rules adopted by the Director of Education and Workforce."
4,"Amend The Code Of Laws Of South Carolina, 1976, To Enact The ""save Women's Sports Act"" By Adding Section 59-1-500 So As To Express Legislative Intent And Make Certain Findings, To Provide Assumptions Concerning The Correctness Of Biological Gender Statements On Official Birth Certificates Of Students, To Require Gender-based Or Coeducational Designation Of Certain Public School Sports Teams, To Provide Such Sports Teams Designated For Males Shall Not Be Open To Students Of The Female Sex Unless No Team Designated For Females In That Sport Is Offered At The School In Which The Student Is Enrolled, To Provide Such Sports Teams Designated For Females Shall Not Be Open To Students Of The Male Sex, To Provide Private Schools Or Private Institutions Sponsoring A Sports Team In Which Its Students Or Teams Compete Against A Public School Or Institution Also Shall Comply With These Provisions For The Applicable Team Or Sport, And To Provide Remedies For Violations Of The Provisions Of This Act; And By Adding Section 59-63-72 So As To Provide Public School Districts Supported By State Funds Shall Not Use Any Funds Or Permit Any School Within The District To Use Any Funds To Join, Affiliate With, Pay Dues Or Fees To, Or In Any Way Financially Support Any Interscholastic Athletic Association, Body, Or Entity Unless The Constitution, Rules Or Policies Of The Association, Body, Or Entity Recognizes, Sanctions, And Regulates Interscholastic Competition Of Wrestling Teams Composed Exclusively Of Female Students. - Ratified Title"
0,"Participation in school sports. Requires, for purposes of interscholastic athletic events, school corporations, public schools, nonpublic schools, and certain athletic associations to expressly designate an athletic team or sport as one of the following: (1) A male, men's, or boys' team or sport. (2) A female, women's, or girls' team or sport. (3) A coeducational or mixed team or sport. Prohibits a male, based on the student's biological sex at birth in accordance with the student's genetics and reproductive biology, from participating on an athletic team or sport designated as being a female, women's, or girls' athletic team or sport. Requires school corporations, public schools, certain nonpublic schools, and certain athletic associations to: (1) establish and maintain grievance procedures; or (2) maintain grievance or protest procedures established before July 1, 2022; for a violation of these provisions. Establishes a civil action for a violation of these provisions. Provides that school corporations, public schools, certain nonpublic schools, and certain athletic associations are not subject to liability in a civil, administrative, disciplinary, or criminal action for acting in compliance with these provisions."
2,Enacting the fairness in women's sports act to require that student athletic teams only include members who are of the same biological sex unless designated as coed.
0,"As enacted, prohibits males from participating in public higher education sports that are designated for females. - Amends TCA Title 49."
0,"As enacted, requires the commissioner of education to withhold a portion of the state education finance funds that an LEA is otherwise eligible to receive if the LEA fails or refuses to determine a student's gender, for purposes of participation in school sports, by the student's sex at the time of birth; exempts an LEA that fails or refuses to determine a student's gender, for purposes of participation in school sports, by the student's sex at the time of birth if the LEA's failure or refusal to do so is required by a court or other legally binding order. - Amends TCA Title 49, Chapter 6."
-1,Modifies provisions relating to school activities
-1,Modifies provisions relating to elections
-1,"Provides that subjecting individuals to specified concepts under certain circumstances constitutes discrimination based on race, color, sex, or national origin; revising requirements for required instruction on the history of African Americans; requiring the department to prepare and offer certain standards and curriculum; authorizing the department to seek input from a specified organization for certain purposes; prohibits instructional materials reviewers from recommending instructional materials that contain any matter that contradicts certain principles; requires DOE to review school district professional development systems for compliance with certain provisions of law."
5,"Amend KRS 156.070 to require the Board of Education or agency designated by the Board of Education to manage interscholastic athletics to promulgate administrative regulations or bylaws requiring schools that participate in interscholastic athletics to designate all athletic teams, activities, and sports based upon the biological sex of the students eligible to participate; prohibit male students from participating in athletic teams, activities, and sports designated as ""girls""; prohibit designated agencies from entertaining complaints or investigations of policies; create a new section of KRS Chapter 158 to create a cause of action against a school that violates these provisions; require that an action be brought within two years; provide that the Act may be cited as the Save Women’s Sports Act."
0,Sex-designated Interscholastic Athletics Indemnification
2,Student athletics; creating the Save Women's Sports Act; requiring certain athletic teams to be designated based on biological sex. Emergency.
0,Interscholastic; intramural athletics; biological sex
0,Student Eligibility in Interscholastic Activities
2,Student athletics; creating the Save Women's Sports Act; effective date; emergency.
0,School-sponsored sports teams required to be designated by biological sex.
3,AN ACT relating to school sports; prohibiting biological males from athletic teams and sports designated for females in public schools; establishing related causes of action as specified; requiring rulemaking; and providing for effective dates.
-1,"A bill for an act relating to student eligibility requirements in school district, accredited nonpublic school, regent institution, community college, and certain other institution of higher education athletics based on sex, and including effective date provisions. (Formerly HF 2309.) Effective date: 03/03/2022."
-1,"A BILL to be entitled an Act to amend Title 20 of the Official Code of Georgia Annotated, relating to education, so as to provide that it shall be unlawful for Georgia public schools or participating private schools whose students or teams compete against a Georgia public school to operate, sponsor, or facilitate athletic programs or activities that permit a person of one gender to participate in an athletic program or activity that is designated for persons of the opposite gender; to provide for exceptions; to provide for private rights of action and awards of attorney fees; to provide for legislative findings and intent; to provide for definitions; to provide for a short title; to provide for related matters; to repeal conflicting laws; and for other purposes."
0,Establishes guidelines for student participation in athletic contests organized by sex
-1,"A bill for an act relating to student eligibility requirements in school district, accredited nonpublic school, charter school, community college, and regent institution athletics based on sex.(Formerly SSB 3146.)"
-1,"A bill for an act relating to student eligibility requirements in school district, accredited nonpublic school, charter school, community college, and regent institution athletics based on sex.(See SF 2342.)"
3,A bill for an act relating to student eligibility requirements in school district and accredited nonpublic school athletics based on sex.(See HF 2416.)
2,Protect fairness in women's sports.
0,Requiring certain interscholastic and intramural athletic teams or sports sponsored by certain schools to be expressly designated based on biological sex; prohibiting certain entities from taking certain adverse actions against a school or county board of education for maintaining separate interscholastic and intramural athletic teams and sports for students of the female sex; and providing that certain individuals have the right to bring a civil action under certain circumstances.
0,"Schools; athletics; participation in female sports; civil cause of action. Requires each elementary or secondary school or a private school that competes in sponsored athletic events against such public schools to designate athletic teams, whether a school athletic team or an intramural team sponsored by such school, based on biological sex as follows: (i) ""males,"" ""men,"" or ""boys""; (ii) ""females,"" ""women,"" or ""girls""; or (iii) ""coed"" or ""mixed."" Under the bill, male students are not permitted to participate on any school athletic team or squad designated for ""females,"" ""women,"" or ""girls""; however, this provision does not apply to physical education classes at schools. The bill provides civil penalties for students and schools that suffer harm as a result of a violation of the bill. Such civil actions are required to be initiated within two years after the harm occurred.  Schools; athletics; participation in female sports; civil cause of action. Requires each elementary or secondary school or a private school that competes in sponsored athletic events against such public schools to designate athletic teams, whether a school athletic team or an intramural team sponsored by such school, based on biological sex as follows: (i) ""males,"" ""men,"" or ""boys""; (ii) ""females,"" ""women,"" or ""girls""; or (iii) ""coed"" or ""mixed."" Under the bill, male students are not permitted to participate on any school athletic team or squad designated for ""females,"" ""women,"" or ""girls""; however, this provision does not apply to physical education classes at schools. The bill provides civil penalties for students and schools that suffer harm as a result of a violation of the bill. Such civil actions are required to be initiated within two years after the harm occurred."
0,"As introduced, prohibits males from participating in public higher education sports that are designated for females; creates a cause of action for violations that deprive a student of an athletic opportunity or that cause direct or indirect harm to a student at the middle school, high school, or postsecondary level. - Amends TCA Title 49."
5,"Amend KRS 156.070 to designate the NAIA and NJCAA as organizations the Kentucky Board of Education must consider in establishing athletic programs, require the Board of Education or agency designated by the Board of Education to manage interscholastic athletics to promulgate administrative regulations or bylaws requiring schools that participate in interscholastic athletics to designate all athletic teams, activities, and sports based upon the biological sex of the students eligible to participate; prohibit male students from participating in athletic teams, activities, and sports designated as girls'; prohibit designated agencies from entertaining complaints or investigations of policies; a new section of KRS Chapter 158 to create a cause of action against a school that violates these provisions; require that the action be brought within two years; create a new section of KRS Chapter 164 to require a postsecondary education institution to designate all intercollegiate and intramural athletic teams, activities, sports, and events that are sponsored or authorized by the institution based on biological sex of students eligible to participate; require that a postsecondary education institution prohibit male students from participating in athletic teams, activities, and sports designated as women's; prohibit designated agencies from entertaining complaints or investigations of policies; create a cause of action against a postsecondary institution that violates these provisions; require that the action be brought within two years; provide short title of Save Women’s Sports Act."
-1,Modifies and creates provisions regarding elementary and secondary education
2,"Establishes the ""Save Women's Sports Act"" relating to female-only athletics in middle school, high schools, and colleges"
5,"Amend KRS 156.070 to require KHSAA to promulgate administrative regulations or bylaws requiring schools to designate all interscholastic athletics based upon the biological sex of the students eligible to participate; prohibit male students from participating in girls' athletics; establish how to designate biological sex; prohibit designated agencies from entertaining complaints or investigations of policies; create a cause of action against a school that violates these provisions; create a new section of KRS Chapter 164 to require a public postsecondary education institution or private postsecondary education institution that is a member of a national intercollegiate athletic association to designate all intercollegiate and intramural athletics authorized by the institution based on biological sex of students eligible to participate; require that institutions prohibit male students from participating in womens' athletics; prohibit designated agencies from entertaining complaints or investigations of policies; create a cause of action against a postsecondary institution that violates these provisions; title the Act """"Fairness in Womens' Sports Act."""""
-1,Omnibus education policy and finance bill
-1,"As introduced, authorizes a private school to create a policy to regulate a student's participation in the school's athletic activities or events based upon a student's biological sex. - Amends TCA Title 49, Chapter 1 and Title 49, Chapter 50."
3,"AN ACT to create and enact chapter 15.1-41 of the North Dakota Century Code, relating to requiring schools to designate their athletic teams and sports for male, female, or coed participation and limitations on use of governmental property for athletic events."
3,"AN ACT to create and enact chapter 15-10.6 of the North Dakota Century Code, relating to requiring institutions of higher education designating athletic teams and sports for male, female, or coed participation."
0,"Relating to two-year and four-year public institutions of higher education; to amend Section 16-1-52, Code of Alabama 1975, to prohibit a biological male from participating on an athletic team or sport designated for females; to prohibit a biological female from participating on an athletic team or sport designated for males; to prohibit adverse action against a public K-12 school or public two-year or four-year institution of higher education for complying with this act; to prohibit adverse action or retaliation against a student who reports a violation of this act; and to provide a remedy for any student who suffers harm as a result of a violation of this act."
2,Fairness in Women's Sports Act
0,School Athletic Transparency
0,Relating to requiring public institution of higher education students who compete in intercollegiate athletic competitions to compete based on biological sex.
5,Amend KRS 156.070 to remove the statutory eligibility restriction for nonresident student participation in interscholastic athletics; retain eligibility authority with the agency designated to manage interscholastic athletics.
-1,"AN ACT relating to athletics; requiring the Nevada Interscholastic Activities Association to adopt rules and regulations requiring each interscholastic activity or event to be designated based on biological sex; requiring the Board of Regents of the University of Nevada to adopt a policy requiring each interscholastic sport or athletic event that is sanctioned or sponsored by a university, state college or community college within the Nevada System of Higher Education to be designated based on biological sex; requiring each organization for youth sports that sanctions or sponsors competitive sports for youths in this State to adopt a policy requiring each youth sport to be designated based on biological sex; defining certain terms; and providing other matters properly relating thereto."
0,Participation in Extracurricular Activities Amendments
3,AN ACT relating to education; prohibiting students of the male sex from competing on a team designated for students of the female sex as specified; prohibiting retaliation; providing for an administrative hearing as specified; alternatively providing for a commission to determine student eligibility as specified; providing definitions; providing immunity as specified; providing an appropriation; requiring rulemaking; and providing for an effective date.
0,Importance Of Biological Males & Females
4,"To enact sections 3313.5319 and 3345.562 of the Revised Code to enact the Save Women's Sports Act to require schools, state institutions of higher education, and private colleges to designate separate single-sex teams and sports for each sex."
-1,Concerning protecting female students' rights in athletics.
2,Student athletics; creating the Save Men's Sports Act; requiring designation of certain athletic teams. Effective date. Emergency.
0,"K-12 schools and institutions of higher education; designation of interscholastic, intercollegiate, intramural, and club athletic teams and sports based on biological sex; student participation in female teams or sports; civil cause of action. Requires each interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a public elementary or secondary school or by a public institution of higher education to be expressly designated as one of the following based on biological sex: (i) males, men, or boys; (ii) females, women, or girls; or (iii) coed or mixed if participation on such team or sport is open to both (a) males, men, or boys and (b) females, women, or girls. The bill requires identification of the student's biological sex on an athletics eligibility form signed by a licensed physician, nurse practitioner, or physician assistant to be submitted by any such student who desires to try out for or participate in an interscholastic, intercollegiate, intramural, or club athletic team or sport. The bill prohibits any such team or sport that is expressly designated for females, women, or girls from being open to students whose biological sex is male. The bill further prohibits any interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a public elementary or secondary school or a public institution of higher education from competing against any interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a private elementary or secondary school or private institution of higher education in the Commonwealth unless such private school or institution complies with the applicable provisions of the bill.  K-12 schools and institutions of higher education; designation of interscholastic, intercollegiate, intramural, and club athletic teams and sports based on biological sex; student participation in female teams or sports; civil cause of action. Requires each interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a public elementary or secondary school or by a public institution of higher education to be expressly designated as one of the following based on biological sex: (i) males, men, or boys; (ii) females, women, or girls; or (iii) coed or mixed if participation on such team or sport is open to both (a) males, men, or boys and (b) females, women, or girls. The bill requires identification of the student's biological sex on an athletics eligibility form signed by a licensed physician, nurse practitioner, or physician assistant to be submitted by any such student who desires to try out for or participate in an interscholastic, intercollegiate, intramural, or club athletic team or sport. The bill prohibits any such team or sport that is expressly designated for females, women, or girls from being open to students whose biological sex is male. The bill further prohibits any interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a public elementary or secondary school or a public institution of higher education from competing against any interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a private elementary or secondary school or private institution of higher education in the Commonwealth unless such private school or institution complies with the applicable provisions of the bill.  The bill prohibits any government entity, licensing or accrediting organization, or athletic association or organization from entertaining a complaint, opening an investigation, or taking any other adverse action against public school or institution of higher education based on a violation of the provisions of the bill and creates a cause of action for any school or institution of higher education that suffers harm as a result of a violation of the bill. Finally, the bill creates a civil cause of action for any student that suffers harm as a result of a knowing violation of a provision of the bill by a school or institution or as a result of the student's reporting a violation of a provision of the bill by a school, institution, athletic association, or organization."
3,AN ACT relating to school sports; prohibiting students of the male sex from competing on a team designated for students of the female sex as specified; alternatively providing for the state board of education to determine student eligibility as specified; providing definitions; requiring rulemaking; and providing for an effective date.
0,Education; participation in athletic teams provided.
0,Male student participation in female athletics restriction; male access to female changing facilities restriction; criminal establishment
0,Relating to participation in athletic activities based on biological sex; providing a civil right to action for K-12 athletes and college athletes.
0,Requiring certain interscholastic and intramural junior varsity and varsity athletic teams or sports sponsored by certain schools to be expressly designated based on biological sex; prohibiting certain entities from taking certain adverse actions against a school or county board of education for maintaining separate interscholastic and intramural junior varsity and varsity athletic teams and sports for students of the female sex; and providing that certain individuals have the right to bring a civil action under certain circumstances.
-1,Creates the requirement of school sports to designate sexspecific teams for the purpose of gender equality.
0,Participation in athletic teams provision
2,Creates the requirement of school sports to designate sex-specific teams for the purpose of gender equality.
2,To eliminate unfair competition in women's interscholastic sporting competition.
0,Female sports team participation restricted to female sex.
0,To provide civil immunity for interscholastic athletic organizations and the sanctioning bodies of private youth organizations when such entities adopt policies that require an athletic participant to compete on a team that matches the gender identity on the person's birth certificate.
2,Adopt the Sports and Spaces Act
0,"Prohibits athletic organizations from designating, classifying, naming or categorizing as specific for females certain athletic activities for which participation is permitted by persons whose biological sex is male. Prohibits athletic organizations from designating, classifying, naming or categorizing as specific for females certain athletic activities for which participation is permitted by persons whose biological sex is male."
0,"K-12 schools and institutions of higher education; K-12 schools and institutions of higher education; designation of interscholastic, intercollegiate, intramural, and club athletic teams and sports based on biological sex; student participation in female teams or sports; civil cause of action. Requires each interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a public elementary or secondary school or by a public institution of higher education to be expressly designated as one of the following based on biological sex: (i) males, men, or boys; (ii) females, women, or girls; or (iii) coed or mixed if participation on such team or sport is open to both (a) males, men, or boys and (b) females, women, or girls. The bill requires identification of the student's biological sex on an athletics eligibility form signed by a licensed physician, nurse practitioner, or physician assistant to be submitted by any such student who desires to try out for or participate in an interscholastic, intercollegiate, intramural, or club athletic team or sport. The bill prohibits any such team or sport that is expressly designated for females, women, or girls from being open to students whose biological sex is male.  The bill prohibits any government entity, licensing or accrediting organization, or athletic association or organization from entertaining a complaint, opening an investigation, or taking any other adverse action against public school or institution of higher education based on a violation of the provisions of the bill and creates a cause of action for any school or institution of higher education that suffers harm as a result of a violation of the bill. Finally, the bill creates a civil cause of action for any student that suffers harm as a result of a knowing violation of a provision of the bill by a school or institution or as a result of the student's reporting a violation of a provision of the bill by a school, institution, athletic association, or organization."
0,Requires school districts to designate athletic competitions and extracurricular sports according to biological sex. Requires school districts to designate athletic competitions and extracurricular sports according to biological sex. Prohibits biological males from participating in athletic competitions or extracurricular sports designated for biological females. Provides causes of action for students and school districts.
0,"Elementary and secondary schools; athletics; participation in female sports; civil cause of action. Requires each public elementary or secondary school and each private elementary or secondary school that competes in sponsored athletic events against such public schools to designate all interscholastic athletic teams and intramural athletic teams sponsored by such school based on biological sex as follows: (i) for ""males,"" ""men,"" or ""boys""; (ii) for ""females,"" ""women,"" or ""girls""; or (iii) as ""coed"" or ""mixed"" if such team is open to participation by (a) ""males,"" ""men,"" or ""boys"" and (b) ""females,"" ""women,"" or ""girls."" The bill prohibits students whose biological sex is male from participating on any school athletic team or squad designated for ""females,"" ""women,"" or ""girls."" Finally, the bill creates a civil cause of action for students and schools that suffer harm as a result of a violation of the provisions of the bill, provided that such action is initiated within two years of the harm occurring."
