Topic,Documents
-1,The purpose of this bill is relating to gender reassignment medical services for minors; making findings and declarations; defining sex; establishing prohibited treatment for minors; providing exceptions; creating responsibilities for school personnel; and establishing consequences for violations of article
16,"The purpose of this bill is to prohibit gender transition surgeries, treatments, and therapies to minors."
10,The bill establishes penalties for practitioners in violation of regulations.
23,The bill safeguards the mental and physical health of minors.
26,The bill prohibits political subdivisions from enacting conflicting policies.
10,The bill creates whistleblower protection.
7,"Finally, the bill prohibits taxpayer subsidization of gender transition treatments."
2,"Relating to civil liability for, governmental health plan coverage of, and public funding for gender modification procedures and treatments."
-1,"Health care; prohibiting gender transition procedures for children; providing for administrative, criminal and civil enforcement."
22,A bill to establish a Federal tort against pediatric gender clinics and other entities pushing gender-transition procedures that cause bodily injury to children or harm the mental health of children.
9,Prohibits discrimination against health care professionals who refuse to assist in medical procedures or treatments relating to sex reassignment or gender identity transitioning
3,Prohibit certain medical and surgical interventions on minor patients.
14,"A BILL to be entitled an Act to amend Chapter 1 of Title 43 of the O.C.G.A., relating to general provisions relative to professions and businesses, so as to prohibit health care providers from performing specified practices on minors relating to altering a person's appearance relating to gender; to prohibit health care providers from aiding or abetting such practices for minors; to amend Part 3 of Article 16 of Chapter 2 of Title 20 of the O.C.G.A., relating to student health, so as to prohibit school nurses and other employees and officials from engaging in certain conduct relating to a minor's perception of his or her gender; to provide for legislative findings; to provide for related matters; to provide for an effective date; to repeal conflicting laws; and for other purposes."
21,Relating to psychological evaluations before the provision of gender reassignment treatments and procedures.
8,"Establishes the """"Missouri Child and Adolescent Protection Act"""""
2,Public health and safety; defining terms; health care professionals; gender transition procedures; referrals; exceptions; public funds; Medicaid program reimbursements; felony penalties; statute of limitations; unprofessional conduct; license revocation; statute of limitations; claims or defenses; civil actions; administrative remedies; attorney fees; Attorney General; codification; effective date.
2,Public health and safety; definitions; health care professionals; gender transition; exceptions; statute of limitations; license revocation; state license holders; certain claims; civil actions; attorney fees; effective date.
3,"Health care; prohibiting certain uses of public funds, public facilities, and public employees."
15,Emergency.
9,Public programs; prohibiting public funding for provider of gender transition procedures; allowing reapplication under certain conditions.
3,Health care; prohibiting certain medical treatment for minors; providing administrative penalty.
3,Crime and punishment; making certain medical treatment unlawful; defining term; providing for certain penalty.
-1,Health care; prohibiting gender reassignment medical treatment for minors; providing for certain civil actions and relief.
3,Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief.
3,Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief; creating certain criminal offense and penalty.
-1,Health care; creating the Oklahoma Save Adolescents from Experimentation (SAFE) Act; prohibiting gender transition procedures; providing for administrative and civil enforcement.
24,Sage's Law; minor students experiencing gender incongruence; parental notification of certain expressions and requests and parental permission for certain plans required; parental care.
24,"Requires each public elementary or secondary school principal or his designee to (i) as soon as practicable, inform at least one parent of a minor student enrolled in such school if such minor (a) expresses to any individual who is employed in such school that such minor is experiencing gender incongruence, as defined in the bill, or (b) requests that any such employee participate in social affirmation of such minor's gender incongruence or the transition of such minor to a sex or gender different from the minor's biological sex while at school and (ii) request and receive permission from at least one parent of a minor student enrolled at such school prior to the implementation at such school of any plan concerning any gender incongruence experienced by such minor, including any counseling of such minor at school."
0,Any such plan shall include provision for parental participation to the extent requested by the parent.
5,"The bill also clarifies, in the definition of the term ""abused or neglected child,"" that in no event shall referring to and raising the child in a manner consistent with the child's biological sex, including related mental health or medical decisions, be considered abuse or neglect."
-1,Gender transition; prohibitions; hormone therapies
4,Prohibition of Certain Hormone/Surgery/Minors
6,"An Act To Be Known As The Mississippi Help Not Harm Act; To Create New Section 11-77-1, Mississippi Code Of 1972, To Define Terms; To Create New Section 11-77-3, Mississippi Code Of 1972, To Prohibit Any Person From Knowingly Performing Or Providing Gender Reassignment Surgery Or Services To A Minor; To Provide That Any Licensed Medical Professional Who Performs Or Provides Gender Reassignment Surgery Or Services To A Minor Shall Have His Or Her License Revoked; To Provide A Private Cause Of Action Against A Physician, Osteopath, Hospital, Prescribing Caregiver, Clinic And Any Other Health Care Facility For Injuries Arising Out Of The Course Of Medical, Surgical Or Other Professional Services Related To The Performance Of Gender Reassignment Surgery Or Services; To Provide That This Claim Must Be Brought Within Thirty Years From The Date That The Alleged Act Occurred; To Authorize The Attorney General To Bring An Action To Enforce Compliance With This Section; To Provide That This Section Does Not Apply To Certain Services, Treatments And Procedures; To Amend Section 73-25-29, Mississippi Code Of 1972, To Conform To The Provisions Of This Act; To Amend Section 73-25-33, Mississippi Code Of 1972, To Revise The Definition Of The Practice Of Medicine To Exclude Gender Reassignment Surgery Or Services For Minors; To Amend Section 11-46-5, Mississippi Code Of 1972, To Provide That Under The Tort Claims Act An Employee Shall Not Be Considered As Acting Within The Course And Scope Of His Or Her Employment And A Governmental Entity May Be Liable Or Be Considered To Have Waived Immunity For Any Conduct Of Its Employee If The Employee's Conduct Violated The Provisions Of This Act; To Create New Section 43-13-117.7, Mississippi Code Of 1972, To Prohibit The Division Of Medicaid From Reimbursing Any Entity For Part Or All Of The Costs Of Care And Services Rendered For Gender Reassignment Surgery Or Services; To Create New Section 83-9-401, Mississippi Code Of 1972, To Prohibit Health Coverage Plans That Are Funded Wholly Or In Part By State Funds Or State-employee Contributions From Reimbursing Or Authorizing Payment Of Part Or All Of The Costs Of Care And Services Rendered By Any Entity For Gender Reassignment Surgery Or Services; To Amend Section 11-1-60, Mississippi Code Of 1972, To Provide That In Any Cause Of Action Filed On Or After July 1, 2023, For A Claim Brought Under Section 11-77-3, If The Trier Of Fact Finds The Defendant Liable, There Shall Not Be A Limitation Placed On The Noneconomic Damages Award That A Trier Of Fact May Award To The Plaintiff; And For Related Purposes."
6,"An Act To Restrict Transgender Medical Procedures For Any Person Under Twenty-one Years Of Age; To Provide Definitions For The Act; To Prohibit The Administration Of Or The Assistance In The Administration Of Cross Sex Hormones Or Puberty Blocking Drugs; To Prohibit The Performance Of Gender Reassignment Surgery; To Prohibit Physicians And Other Health Care Professionals From Providing Gender Transition Procedures Or Gender Reassignment Surgery To Any Person Under Twenty-one Years Of Age; To Prohibit Physicians And Other Health Care Professionals From Referring Any Person Under A Certain Age To Any Health Care Professional For Gender Transition Or Gender Reassignment Procedures; To Prohibit Parents, Guardians Or Persons Responsible For The Care Of A Person Under A Certain Age From Consenting To Or Providing Puberty-blocking Drugs, Cross Sex Hormones; To Provide Certain Exceptions To Those Prohibitions; To Amend Section 97-5-39, Mississippi Code Of 1972, To Include Violations Of This Act In The Penalties For Child Abuse; To Amend Section 43-21-105, Mississippi Code Of 1972, To Revise The Definition Of Child Abuse To Include Violation Of This Act; To Amend Section 97-5-51, Mississippi Code Of 1972, To Require Mandatory Reporting Of Persons Who Violate The Provisions Of This Act; To Prohibit The Direct Or Indirect Use, Grant, Payment Or Distribution Of Public Funds To Any Entity, Organization Or Individual That Provides Gender Transition Procedures To A Person Under Twenty-one Years Of Age; To Provide That Health Care Services Furnished In A State Or Locally-owned Health Care Facility Or By A Physician Or Other Health Care Professional Employed By The State Or Local Government Shall Not Include Gender Transition Procedures For A Person Under Twenty-one Years Of Age; To Provide That Amounts Paid During A Taxable Year For Provision Of Gender Transition Procedures Or As Premiums For Health Care Coverage That Includes Coverage For Gender Transition Procedures Are Not Deductible Under The State Income Tax Laws; To Provide That Any Referral For Or Provision Of Gender Transition Procedures To A Person Under Twenty-one Years Of Age By A Physician Or Other Health Care Professional Is Unprofessional Conduct And Is Subject To Discipline By The Appropriate Licensing Entity For The Health Care Professional; To Authorize The Attorney General To Bring An Action To Enforce Compliance With This Act; To Create New Section 43-13-117.7, Mississippi Code Of 1972, To Prohibit The Division Of Medicaid From Reimbursing Or Providing Coverage For Gender Transition Procedures For A Person Under Twenty-one Years Of Age; To Amend Section 83-9-22, Mississippi Code Of 1972, To Provide That Health Coverage Plans Are Not Required To Include Gender Transition Procedures; To Create New Section 83-9-37, Mississippi Code Of 1972, To Provide That A Health Benefit Plan Under An Insurance Policy Or Other Plan Providing Health Care Coverage Shall Not Include Reimbursement For Gender Transition Procedures For A Person Under Twenty-one Years Of Age; To Amend Sections 27-7-17, 73-15-29 And 73-25-29, Mississippi Code Of 1972, To Conform To The Provisions Of This Act; To Amend Section 11-46-5, Mississippi Code Of 1972, To Exclude From Tort Immunity Violations Of This Act; To Amend Section 11-1-60, Mississippi Code Of 1972, To Exclude Violation Of This Act From Limits On Noneconomic Damages; And For Related Purposes."
6,"An Act To Be Known As The Mississippi Save Adolescents From Experimentation (safe) Act; To Provide Legislative Findings Regarding The Risks Of Gender Transition Procedures For Minors; To Provide Definitions Of Certain Terms; To Prohibit Physicians And Other Health Care Professionals From Providing Gender Transition Procedures To Any Person Under Eighteen Years Of Age; To Prohibit Physicians And Other Health Care Professionals From Referring Any Person Under Eighteen Years Of Age To Any Health Care Professional For Gender Transition Procedures; To Provide For Certain Exceptions To Those Prohibitions; To Prohibit The Direct Or Indirect Use, Grant, Payment Or Distribution Of Public Funds To Any Entity, Organization Or Individual That Provides Gender Transition Procedures To A Person Under Eighteen Years Of Age; To Provide That Health Care Services Furnished In A State Or Locally-owned Health Care Facility Or By A Physician Or Other Health Care Professional Employed By The State Or Local Government Shall Not Include Gender Transition Procedures For A Person Under Eighteen Years Of Age; To Provide That Amounts Paid During A Taxable Year For Provision Of Gender Transition Procedures Or As Premiums For Health Care Coverage That Includes Coverage For Gender Transition Procedures Are Not Deductible Under The State Income Tax Laws; To Provide That Any Referral For Or Provision Of Gender Transition Procedures To A Person Under Eighteen Years Of Age By A Physician Or Other Health Care Professional Is Unprofessional Conduct And Is Subject To Discipline By The Appropriate Licensing Entity For The Health Care Professional; To Authorize The Attorney General To Bring An Action To Enforce Compliance With This Act; To Create New Section 43-13-117.7, Mississippi Code Of 1972, To Prohibit The Division Of Medicaid From Reimbursing Or Providing Coverage For Gender Transition Procedures For A Person Under Eighteen Years Of Age; To Amend Section 83-9-22, Mississippi Code Of 1972, And Create New Section 83-9-37, Mississippi Code Of 1972, To Provide That A Health Benefit Plan Under An Insurance Policy Or Other Plan Providing Health Care Coverage Shall Not Include Reimbursement For Gender Transition Procedures For A Person Under Eighteen Years Of Age, And Is Not Required To Provide Coverage For Gender Transition Procedures For A Person Under Eighteen Years Of Age; To Amend Sections 27-7-17, 73-15-29 And 73-25-29, Mississippi Code Of 1972, To Conform To The Provisions Of This Act; And For Related Purposes."
6,"An Act To Prohibit The Administration Of Or The Assistance In The Administration Of Cross Sex Hormones Or Puberty Blocking Drugs For Persons Under Twenty-one Years Of Age; To Prohibit The Performance Of Gender Reassignment Surgery; To Prohibit Physicians And Other Health Care Professionals From Providing Gender Transition Procedures Or Gender Reassignment Surgery To Any Person Under Twenty-one Years Of Age; To Prohibit Physicians And Other Health Care Professionals From Referring Any Person Under A Certain Age To Any Health Care Professional For Gender Transition Or Gender Reassignment Procedures; To Prohibit Parents, Guardians Or Persons Responsible For The Care Of A Person Under A Certain Age From Consenting To Or Providing Puberty-blocking Drugs, Cross Sex Hormones; To Provide For Certain Exceptions To Those Prohibitions; To Amend Section 97-5-39, Mississippi Code Of 1972, To Include Violations Of This Act In The Penalties For Child Abuse; To Amend Section 43-21-105, Mississippi Code Of 1972, To Revise The Definition Of Child Abuse To Include Violation Of This Act; To Amend Section 97-5-51, Mississippi Code Of 1972, To Require Mandatory Reporting Of Persons Who Violate The Provisions Of This Act; To Prohibit The Direct Or Indirect Use, Grant, Payment Or Distribution Of Public Funds To Any Entity, Organization Or Individual That Provides Gender Transition Procedures To A Person Under Twenty-one Years Of Age; To Provide That Health Care Services Furnished In A State Or Locally-owned Health Care Facility Or By A Physician Or Other Health Care Professional Employed By The State Or Local Government Shall Not Include Gender Transition Procedures For A Person Under Twenty-one Years Of Age; To Provide That Amounts Paid During A Taxable Year For Provision Of Gender Transition Procedures Or As Premiums For Health Care Coverage That Includes Coverage For Gender Transition Procedures Are Not Deductible Under The State Income Tax Laws; To Provide That Any Referral For Or Provision Of Gender Transition Procedures To A Person Under Twenty-one Years Of Age By A Physician Or Other Health Care Professional Is Unprofessional Conduct And Is Subject To Discipline By The Appropriate Licensing Entity For The Health Care Professional; To Authorize The Attorney General To Bring An Action To Enforce Compliance With This Act; To Create New Section 43-13-117.7, Mississippi Code Of 1972, To Prohibit The Division Of Medicaid From Reimbursing Or Providing Coverage For Gender Transition Procedures For A Person Under Twenty-one Years Of Age; To Amend Section 83-9-22, Mississippi Code Of 1972, To Provide That Gender Transition Procedures For Persons Under Twenty-one Are Not Required In Health Coverage Plans; To Create New Section 83-9-37, Mississippi Code Of 1972, To Provide That A Health Benefit Plan Under An Insurance Policy Or Other Plan Providing Health Care Coverage Shall Not Include Reimbursement For Gender Transition Procedures For A Person Under Twenty-one Years Of Age; To Amend Sections 27-7-17, 73-15-29 And 73-25-29, Mississippi Code Of 1972, To Conform To The Provisions Of This Act; And For Related Purposes."
6,"An Act To Enact The Mississippi Help Not Harm Act; To Create New Section 11-77-1, Mississippi Code Of 1972, To Define Terms; To Create New Section 11-77-3, Mississippi Code Of 1972, To Prohibit Any Person From Knowingly Performing Or Providing Gender Reassignment Surgery Or Services To A Minor; To Prohibit Any Person From Knowingly Engaging In Conduct That Aids Or Abets In Gender Reassignment Surgery Or Services Being Performed On Or Provided To A Minor; To Provide That Any Licensed Medical Professional, Including, But Not Limited To, A Physician, Osteopath, Physician Assistant, Nurse Practitioner Or Nurse Who Performs Or Provides Gender Reassignment Surgery Or Services To A Minor Shall Have Their License Revoked; To Provide A Private Cause Of Action Against A Physician, Osteopath, Hospital, Prescribing Caregiver, Clinic Or Any Other Health Care Facility For Injuries Arising Out Of The Course Of Medical, Surgical Or Other Professional Services Related To The Performance Of Gender Reassignment Surgery Or Services; To Provide That This Claim Must Be Brought Within 30 Years From The Date The Alleged Act Occurred; To Provide That The Attorney General May Bring An Action To Enforce Compliance With The Act; To Provide Certain Exceptions Of The Act; To Amend Section 73-25-29, Mississippi Code Of 1972, To Conform To The Provisions Of This Act; To Amend Section 73-25-33, Mississippi Code Of 1972, To Revise Physician's Scope Of Practice To Provide That The Practice Of Medicine Shall Not Mean To Knowingly Provide Gender Reassignment Surgery Or Services For Minors; To Amend Section 11-46-5, Mississippi Code Of 1972, To Establish That An Employee Shall Not Be Considered As Acting Within The Course And Scope Of His Employment And A Governmental Entity May Be Liable Or Be Considered To Have Waived Immunity For Any Conduct Of Its Employee If The Employee's Conduct Violated The Provisions Of This Act; To Create New Section 43-13-117.7, Mississippi Code Of 1972, To Prohibit The Division Of Medicaid From Reimbursing Any Entity For Part Or All Of The Costs Of Care And Services Rendered For Gender Reassignment Surgery Or Services; To Create New Section 83-9-401, Mississippi Code Of 1972, To Prohibit Health Coverage Plans That Are Funded Wholly Or In Part By State Funds Or State-employee Contributions From Reimbursing Or Authorizing Payment Of Part Or All Of The Costs Of Care And Services Rendered By Any Entity For Gender Reassignment Surgery Or Services; To Amend Section 11-1-60, Mississippi Code Of 1972, To Provide That In Any Cause Of Action Filed On Or After July 1, 2023, For A Claim Brought Under Section 11-77-3, In The Event The Trier Of Fact Finds The Defendant Liable, There Shall Not Be A Limitation Placed On The Noneconomic Damages Award That A Trier Of Fact May Award To The Plaintiff; And For Related Purposes."
-1,An Act To Prohibit Gender Reassignment Surgery From Being Performed Upon A Minor; To State Legislative Intent; To Define Terms; To Criminalize Any Person That Performs A Gender Reassignment Surgery Upon A Minor For The Purpose Of Assisting A Minor With A Gender Transition; To Provide Criminal Penalties; To Provide That The Performance Of A Gender Reassignment Surgery Upon A Minor By A Medical Professional Shall Be Unprofessional Conduct; To Require A Medical Professional's Licensing Or Certifying Board To Revoke The Licensure Of The Medical Professional If It Was Determined That A Gender Reassignment Surgery Was Performed Upon A Minor; To Provide A Civil Penalty For Any Medical Professional Who Performs A Gender Reassignment Surgery Upon A Minor; To Provide A Good-faith Exception For A Minor Born With A Medically Verifiable Genetic Disorder Of Sexual Development; To Provide A Private Cause Of Action For Violations Of This Act; To Provide That The Provisions Of This Act Are Severable; And For Related Purposes.
6,"An Act To Amend Section 83-9-22, Mississippi Code Of 1972, To Prohibit A Health Coverage Plan Under An Insurance Policy Or Other Plan Providing Healthcare Coverage In This State From Being Required To Provide Coverage For Any Gender Reassignment Surgery Or Service; And For Related Purposes."
6,"An Act To Create New Section 43-13-117.7, Mississippi Code Of 1972, To Prohibit The Division Of Medicaid From Reimbursing Any Entity For Part Or All Of The Costs Of Care And Services Rendered For Gender Reassignment Surgery Or Services; To Create New Section 83-9-401, Mississippi Code Of 1972, To Prohibit Health Coverage Plans That Are Funded Wholly Or In Part By State Funds Or State-employee Contributions From Reimbursing Or Authorizing Payment Of Part Or All Of The Costs Of Care And Services Rendered By Any Entity For Gender Reassignment Surgery Or Services; And For Related Purposes."
-1,"As introduced, prohibits any managed care organization that contracts with the bureau of TennCare to provide medical assistance from providing reimbursement or coverage for a medical procedure if the performance or administration of the procedure is for the purpose of enabling a person to identify with, or live as, a purported identity inconsistent with the person's sex, or treating purported discomfort or distress from a discordance between a person's sex and asserted identity."
19,- Amends TCA Title 4; Title 56; Title 68 and Title 71.
-1,A bill to amend the Internal Revenue Code of 1986 to deny the trade or business expense deduction for the reimbursement of employee costs of child gender transition procedure or travel to obtain an abortion.
16,"The purpose of this bill is to prevent undue pressure and influences on minors in public school and public institutions, limit gender reassignment surgeries and hormone replacement therapies to consenting adults in this state, and to make a new crime of registered sex offenders at public school functions and athletic events, regardless of whether they have a child participating."
-1,Transgender Medical Treatments and Procedures Amendments
26,The purpose of this bill is to prohibit Medicaid and CHIP payment for certain prohibited medical practices.
2,"Relating to liability for the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria; providing a civil penalty."
17,Prohibits the performance of gender reassignment surgeries on minors.
17,Establishes a Class A felony for those who perform gender reassignment surgeries on minors.
3,Expand provisions regarding the protection of minors from certain exhibitions.
16,The purpose of this bill is to restrict public universities or university associated healthcare facilities from performing gender reassignment surgeries or gender affirming care upon minors.
22,"A bill for an act relating to gender-transition procedures, and including effective date provisions."
2,"Relating to professional liability insurance coverage for and prohibitions on the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria and to the abuse of a child."
-1,To amend the Internal Revenue Code of 1986 to deny the trade or business expense deduction for the reimbursement of employee costs of child gender transition procedure or travel to obtain an abortion.
3,Prohibited health care for minors.
25,"Prohibits specified health care professionals from: (1) performing certain medical procedures on a minor; or (2) prescribing, administering, or furnishing certain drugs to a minor; that purposely attempt to change, reinforce, or affirm a minor's perception of the minor's own sexual attraction or sexual behavior, or attempt to change, reinforce, or affirm a minor's gender identity when the identity is inconsistent with the minor's biological sex."
11,"Amend The South Carolina Code Of Laws By Enacting The ""millstone Act Of 2023""; And By Adding Chapter 141 To Title 44 So As To Prohibit Health Care Professionals From Making Referrals For Or Providing Gender-transition Procedures Or Services To Anyone Under Twenty-six Years Of Age; To Prohibit The Use Of Public Funds For Such Procedures; And To Create A Criminal Penalty For Violations, Provide For Professional Discipline, Allow A Private Right Of Action, And Authorize The Attorney General To Enforce The Chapter."
-1,"Prohibiting gender transition procedures for minors, relative to sex and gender in public schools, and relative to the definition of conversion therapy."
25,"Prohibits specified health care professionals from: (1) performing, or causing to be performed, certain medical procedures on a minor; or (2) subjecting a minor to certain activities that purposely attempt to change, reinforce, or affirm a minor's perception of the minor's own sexual attraction or sexual behavior, or attempt to change, reinforce, or affirm a minor's gender identity when the identity is inconsistent with the minor's biological sex."
4,Prohibits a physician or other practitioner from knowingly providing gender transition procedures to an individual who is less than 18 years of age (minor) that are intended to alter the gender of the minor or delay puberty.
12,Provides for certain medical exceptions.
4,Prohibits specified health care professionals from providing gender transition procedures to a minor that are intended to alter the gender of the minor or delay puberty.
9,"Prohibits public funds, Medicaid, or a health carrier from providing reimbursement or coverage for gender transition procedures to a minor."
15,Creates a civil cause of action.
-1,Child removal and gender identity.
5,"Provides that the department of child services may not classify a report of child abuse or neglect as substantiated, and a child may not be removed from the child's parent, guardian, or custodian, solely on the basis of the parent, guardian, or custodian: (1) referring to and raising the child consistent with the child's biological sex; or (2) declining to consent to the child receiving: (A) specified medication; (B) a medical procedure the purpose of which is to alter the apparent gender or sex of the child or affirm the child's perception of the child's gender or sex in a manner inconsistent with the child's biological sex; or (C) counseling or other mental health services the purpose of which is to affirm the child's perception of the child's gender or sex if the child's perception is inconsistent with the child's biological sex."
11,"Amend The South Carolina Code Of Laws By Enacting The ""south Carolina Vulnerable Child Compassion And Protection Act""; And By Adding Chapter 140 To Title 44 So As To Prohibit The Performance Of A Medical Procedure Or The Prescription Or Issuance Of Medication, Upon Or To A Minor, That Is Intended To Alter The Appearance Of The Minor's Gender Or Delay Puberty, With Exceptions; To Authorize Professional Disciplinary Action And The Right To Institute A Civil Action For Violations Of The Chapter; And For Other Purposes."
11,"Amend The South Carolina Code Of Laws By Adding Section 40-47-205, Relating To General Provisions Concerning Physicians, So As To Prohibit Physicians From Performing Gender Reassignment Surgery On Minors, And To Prohibit Physicians From Prescribing Or Administering Certain Substances For The Purpose Of Attempting To Alter The Appearance Of Or Affirm The Minor's Perception Of His Gender If That Appearance Or Perception Is Inconsistent With The Minor's Biological Sex."
11,"Amend The South Carolina Code Of Laws By Adding Section 40-47-300 So As To Provide Definitions; By Adding Section 40-47-310 So As To Provide That A Person Younger Than Twenty-one Years Of Age May Not Undergo Gender Transition Procedures; By Adding Section 40-47-320 So As To Provide That A Person Younger Than Twenty-one Years Of Age May Receive Appropriate Medical Services Otherwise Related To Gender Transition Procedures Under Limited Circumstances; By Adding Section 40-47-330 So As To Provide Prerequisites For A Person Older Than Twenty-one Years Of Age To Undergo Gender Transition Procedures; By Adding Section 40-47-340 So As To Provide That No Public Funds May Be Used To Pay For Gender Transition Procedures; And By Adding Section 59-32-35 So As To Provide That Gender Identity Disorders May Be Taught As Part Of A Comprehensive Health Education Program, To Provide That Students With Gender Identity Disorders Must Be Encouraged To Seek Mental Health Treatment For The Disorder And Must Not Be Encouraged To Seek Gender Transition Procedures, And To Provide That School Personnel Must Notify Parents When They Learn That A Student Suffers From A Gender Identity Disorder."
22,Children Deserve Help Not Harm Act established; health benefit plans; coverage for gender transition procedures.
20,"Creates the Children Deserve Help Not Harm Act, which prohibits gender transition procedures, defined in the bill, for individuals younger than 18 years of age and prohibits the use of public funds for gender transition procedures for individuals younger than 18 years of age."
10,The bill establishes enforcement procedures for violations of the Act.
20,The bill provides that a health benefit plan providing health care coverage in the Commonwealth is prohibited from providing coverage for gender transition procedures for individuals younger than 18 years of age and is not required to provide coverage for gender transition procedures for individuals 18 years of age or older.
-1,Enacting the protecting children's bodies act.
-1,Enacting the Kansas child mutilation prevention act to criminalize performing gender reassignment surgery or prescription of hormone replacement therapy on certain persons and providing grounds for unprofessional conduct for healing arts licensees.
4,Prohibits physicians from performing irreversible gender reassignment surgery on minor.
15,Creates exceptions.
23,Youth Health Protection Act established; civil penalty.
16,"Creates the Youth Health Protection Act, which makes it unlawful for any individual to provide gender transition procedures for minors and prohibits the use of public funds for gender transition procedures."
16,"The bill allows parents, guardians, or custodians to withhold consent for any treatment, activity, or mental health care services that are designed and intended to form their child's conceptions of sex and gender or to treat gender dysphoria or gender nonconformity."
-1,"The bill prohibits government agents, other than law-enforcement personnel, from encouraging or coercing a minor to withhold information from the minor's parent."
14,"The bill establishes a duty for a government agent with knowledge that a minor has exhibited symptoms of gender dysphoria or gender nonconformity or otherwise demonstrates a desire to be treated in a manner incongruent with the minor's sex to immediately notify each of the minor's parents, guardians, or custodians in writing, with descriptions of relevant circumstances."
10,"The bill prohibits discrimination against persons (i) providing information regarding violations of the Act to their employer or specified public entities or (ii) who make disclosures under the Act believed to be (a) any violation of law, rule, or regulation; (b) any violation of any standard of care or other ethical guidelines for the provision of health care service; or (c) gross mismanagement, a gross waste of funds, an abuse of authority, or a substantial and specific danger to public health or safety."
10,"The bill establishes a civil action for any violation of the Act by a clinic, health care system, medical professional, or other responsible person with a two-year statute of limitations."
26,"The bill prohibits political subdivisions of the Commonwealth from enacting, adopting, maintaining, or enforcing any measure that interferes with the professional conduct and judgment of a mental health care professional or counselor undertaken within the course of treatment and communication with clients, patients, other persons, or the public."
10,The bill provides for enforcement by the Attorney General or a mental health care professional or counselor through an action for injunctive relief and allows a mental health care professional to recover reasonable attorney fees and reasonable costs incurred in obtaining an injunction.
10,The bill waives sovereign immunity to suit and immunity from liability under this provision of the bill.
20,"Create new sections of KRS Chapter 311 to prohibit the provision of or referral for gender transition procedures to any child under the age of 18 years; define a violation as unprofessional conduct and acting recklessly for purposes of tort claims; permit an action on a violation to be taken by the parent or guardian of the child before the child attains the age of 18 years and by the child within 30 years of the child attaining the age of 18 years, with exceptions under which the time may be longer; require conditions for actions and damages; prohibit public funds to be used for the provision of or referral for gender transition procedures to a child under the age of 18 years; prohibit health care services provided under state, local, or county government to include gender transition procedures to a child under the age of 18 years; prohibit tax exemption for gender transition procedures; prohibit a person or entity from aiding or abetting the performance or inducement of gender transition procedures to a child under the age of 18 years, but exempt speech protected by the First Amendment to the Constitution of the United States and exempt a parent of such child; permit the Attorney General to bring action to enforce provisions; permit members of the General Assembly to intervene as a matter of right if these provisions are challenged; create a new section of KRS Chapter 205 to prohibit Medicaid coverage of gender transition procedures for a child under the age of 18 years; create a new section of Subtitle 17A of KRS Chapter 304 to prohibit health benefit plan coverage, including federal government health plans, for gender transition procedures for a child under the age of 18 years and any requirement for coverage of gender transition procedures; amend KRS 141.019 and 141.039 to prohibit tax exemption for gender transition procedures; establish a short title of Kentucky's Children Deserve Help Not Harm Act; EFFECTIVE January 1, 2024."
8,"Establishes the """"Missouri Save Adolescents from Experimentation (SAFE) Act"""""
4,Prohibits hormonal or surgical gender reassignment for a child under eighteen years of age
0,Modifies provisions relating to fiduciary duties for investments of public employee retirement systems
12,Create new sections of KRS Chapter 344 to define terms; prohibit discrimination against medical care providers who decline to perform procedures that violate their conscience; grant providers the right not to participate in or pay for services that violate their conscience; exempt providers from liability for exercising these rights; establish a civil cause of action for persons injured by violations of these provisions; EMERGENCY.
-1,Relating to a prohibition on funding for gender reassignment.
8,Establishment of the Save Adolescents from Experimentation (SAFE) Act; health benefit plans; coverage for gender transition procedures.
8,"Creates the Save Adolescents from Experimentation (SAFE) Act, which prohibits gender transition procedures, defined in the bill, for individuals younger than 18 years of age and prohibits the use of public funds for gender transition procedures for individuals younger than 18 years of age."
10,The bill establishes enforcement procedures for violations of the SAFE Act.
2,Relating to the offense of genital mutilation.
2,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.
12,Relating to prohibited practices by physicians.
2,"Relating to professional liability insurance coverage for and prohibitions on providing to certain children procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria; creating a criminal offense."
2,"Relating to professional liability insurance coverage for and prohibitions on the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria."
13,Relating to the definition of child abuse.
13,Relating to the definition of child abuse and the prosecution of the criminal offense of abandoning or endangering a child.
